class,text
P,Placebo-controlled
P,Placebo-controlled
P,Placebo-controlled (human albumin)
P,Placebo-controlled (human serum albumin)
P,"Placebo-controlled (human serum albumin), blinded clinical evaluation committee"
P,"Placebo-controlled, blinded clinical evaluation committee"
P,"Placebo-controlled, identical in appearance"
P,"Placebo-controlled, identical vials"
P,"Placebo-controlled, independent safety and efficacy monitoring committee"
P,Placebo-controlled; all participating individuals except the pharmacist and statistician were blinded to the treatment patients received
P,Placebo-controlled; independent safety and efficacy committee
P,Placebo-controlled; independent safety and efficacy monitoring committee
Q,Placebo-controlled. Same delivery method with participants and laboratory personnel blinded. See below - study nurse was unblinded
Q,Placebo-controlled. Same delivery method with participants and laboratory personnel blinded. Study nurse was unblinded
Q,Possible to mask participants to treatment allocation but not specified as to whether this was done
P,"Postal questionnaires and ""analyst blind to practice allocation to trial arms"""
Q,Potential due to design
P,Potential participants were told that a marketing study was conducted into consumers' attitudes towards cinemas (so blinded to the purpose of the study). Personnel would have been aware of which participants were in the intervention and comparison groups
Q,"Potentially personnel, the participants or the participants work colleagues were more aware or willing to support or influence the participants' work status, as a consequence of belonging to the experimental group or control group but for this trial we have no information that this happened. The extent of this effect remains unclear."
P,Prepared by person uninvolved in study.
P,"Presumably low risk as quote: “double blind.” Also, sterile syringes containing test solutions were prepared by one of the authors not involved in the nerve block, and FNBs were performed by anaesthesiologists unaware of the test solution used"
Q,Probably double-blinded but no additional details reported on outcome assessor
