class,text
P,"10 people were not included in the analysis, but not clear to which group these people were randomised . In addition, 10/84 (11.9%) people in the lutein group were lost to follow-up. In two people, the withdrawal was due to serious adverse events. One participant had a myocardial infarction, and the other participant developed CNV in the study eye. 6/42 (14.3%) people in the placebo group were lost to follow-up. One person developed CNV, which was again classified as a serious adverse event. In participants who were lost to follow-up, the last observation was carried forward."
P,"10,000 Medicare beneficiaries randomly selected; 5000 randomised to intervention and 5000 to control; 4503 eligibles in control, 4508 eligibles in intervention group; 3487 in control group responded to survey or filed claim, and 3454 in intervention group responded to survey or filed claim (no differential attrition analysis)."
P,"10/44 randomised participants excluded from analysis because no actigraph data. Further 9 participants excluded due to insufficient actigraph data (7), stroke (1), or poor compliance with medication (2). Results reported on only 25/44 randomised. (ITT analysis conducted on 34 participants, but not reported: ""as this did not alter the results""). In main analysis, group median baseline scores used in 4 cases, and LOCF in 7 cases."
P,10/95 (11%) lost to follow up
N,100% follow-up
P,100% follow-up at 6 months
P,100% follow-up reported
N,100% reviewed
N,"106 women were assessed for eligibility at stage 1, 3 excluded because of exclusion criteria (2) and lack of consent (1). After randomisation: 15 excluded from the intervention and 12 from the control group because of episiotomy"
N,109/120 (91%) completed trial
P,11 participants (18%) excluded post randomization (four in continuous FNB and six in epidural group because of insufficient analgesia;.one in epidural group had an acute myocardial infarction followed by coronary artery bypass graft)
P,"11 participants lost at follow-up (19.3%), unbalanced between groups: 7.7% in 
the experimental group, 44.4% in the control group ITT analysis with worst-case analysis considering lost at follow-up as failure 
when the outcome ""improvement"" was addressed and as success when the 
outcome ""scoliosis progression/fusion"" was addressed"
P,11/100 at 1 year: 5 years 42/100 lost to review
,113 out of 2511 women (4.5%) who participated in the trial were not availablefor primary outcome assessment
P,"117 consented, 107 followed up at weeks 2 and 4 and only 75 followed up to 1 year"
P,118 (21%) participants lost to follow-up.
N,118/138 reviewed 2 years
P,"1187 participants surveyed at baseline (Fall 1984), 964 followed up 18 months later (81%). More participants lost in control (22.6%) than intervention (16.7%) group. The authors reported “No significant interaction was found for 3 of the 4 pre-intervention measures of smoking, we concluded that the validity of the study was not jeopardized by differential attrition.”"
,1196 people were lost to follow-up due to emigration
N,"12 drop-outs/withdrawals. Reasons given, but no indication which study group they were from. No ITT analysis"
N,12 months 98/103 Gp A: GP B 102/105
N,12 participants lost to follow-up (4%)
P,"12-Month follow-up > 83% all measures, majority > 90%"
P,"12-month follow-up > 83% all measures, majority > 90%"
P,12.1% attrition. How this attrition was accounted for statistically is unclear.
N,12.5% of patients withdrew
N,"12.73% drop-off in both groups, ITT was implemented"
P,"120 women were randomised, and 106 were analysed; 58 were randomised to CGMS and 62 to self-monitoring; overall 51/58 were analysed in the CGMS group and 55/62 in the self-monitoring group. In the CGMS group, 2 withdrew, 1 had site discomfort, 3 were lost, and 1 discontinued; in the self-monitoring group, 4 were lost, and 3 discontinued."
P,"1262 participants in intervention arm completed baseline, 843 completed follow-up (33% loss to follow-up); 1657 participants in control arm completed baseline, 1213 completed follow-up (27% loss to follow-up). Analytic sample were those that completed baseline and follow-up. Reasons for attrition not reported. No detail on comparison between those followed up and those lost to follow-up"
P,1284 intervention and 551 control participants at baseline; 976 intervention (76%) and 443 control (80%) participants completed all 3 surveys (analyzed sample). Reasons for attrition were not reported and no detail on comparison between those followed up and those lost to follow-up
